year,Response ID,variable,value,var_name_edit,var_group_1,var_group_2
2021,730,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,731,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,732,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,733,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,734,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,735,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,736,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,737,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,738,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,739,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,740,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,741,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,742,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,743,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,744,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,745,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,746,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,747,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,748,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,749,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,750,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,751,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,752,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,753,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,754,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,755,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,756,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,757,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,758,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,759,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,760,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,761,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,762,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,763,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,764,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,765,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,766,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,767,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,768,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,769,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,770,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,771,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,772,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,773,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,774,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,775,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,776,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,777,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,778,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,779,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,780,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,781,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,782,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,783,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,784,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,785,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,786,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,787,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,788,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,789,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,790,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,791,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,792,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,793,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,794,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,795,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,796,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,797,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,798,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,799,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,800,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,801,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,802,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,803,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,804,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,805,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,806,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,807,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,808,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,809,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,810,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,811,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,812,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,813,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,814,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,815,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,816,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,817,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,818,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,819,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,820,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,821,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,822,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,823,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,824,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,825,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,826,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,827,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,828,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,829,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,830,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,831,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,832,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,833,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,834,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,835,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,836,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,837,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,838,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,839,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,840,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,841,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,842,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,843,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,844,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,845,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,846,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,847,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,848,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,849,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,850,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,851,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,852,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,853,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,854,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,855,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,856,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,857,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,858,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,859,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,860,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,861,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,862,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,863,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,864,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,865,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,866,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,867,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,868,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,869,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,870,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,871,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,872,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,873,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,874,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,875,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,876,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Strongly agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,877,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,878,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,879,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,880,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,881,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,882,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,883,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,884,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,885,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,886,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,887,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,888,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,889,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,890,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,891,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,892,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,893,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,894,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,895,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,896,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,897,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,898,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,899,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,900,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,901,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,902,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,903,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,904,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,905,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,906,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,907,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,908,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,909,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,910,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,911,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,912,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,913,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,914,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,915,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,916,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Neither agree nor disagree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,917,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,918,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,Somewhat agree,manage_remote_helps_retain,Managing people remotely,helps retain
2021,919,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
2021,920,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,No answer / not applicable,manage_remote_helps_retain,Managing people remotely,helps retain
